name,1w,2w,1m,3m
LIFE,43.5886879178,55.2379749725,40.9334964745,0
BOCH,-5.03739262509,-0.46281443407,1.31102041113,0
VTHR,-21.051057768,19.5176310292,34.2488800045,0
FLOW,1.37304858131,-1.84469362452,-1.03960779698,0
GTIV,-5.45779104869,5.57586381826,5.13347185073,0
SGMO,-0.194982487719,-4.39180710819,-0.0305968487144,0
GTIM,0.610722091384,-0.21600472122,0.133230573599,0
ORMP,1.079197601,-2.40007611726,-0.829223965562,0
ERIE,103.886841118,117.897411522,22.3712202723,0
ERIC,-17.6372641892,0.251769560641,3.54385686174,0
CTAS,-0.0697276062253,12.7153154171,10.775777611,0
PFPT,25.8814972259,22.3740135399,4.54762507374,0
VRTA,0.293322545053,0.199355903,-0.0265754881507,0
VRTB,-2.2244847374,0.166398932302,0.0519950141198,0
SCLN,-2.42064059522,-0.359961159396,0.185182804066,0
SPU,-6.06200473704,-1.41407682823,-0.295151358021,0
TINY,-5.27006929895,-0.632770946687,0.418271109513,0
PHMD,3.55475261703,12.9147032807,4.57161606119,0
PTNR,14.7050774863,7.36618047323,1.5140878847,0
PTNT,-0.943728509641,0.13677089323,0.954680988059,0
BSDM,-1.21674125524,0.279518570956,0.202183978241,0
ALNY,-32.9536116655,-3.81762255557,4.61311327164,0
VRTS,-161.55858335,6.27307638507,89.3018543339,0
VRTU,41.4737235129,40.1335746734,12.4154697289,0
OPAY,3.06151345467,-0.72655444111,-0.865291827872,0
ENDP,-21.6486206289,-12.1910151913,4.0390046079,0
GT,-9.39029782452,5.14412264868,1.13812648858,0
MEIL,5.97596830986,-1.74423781008,-0.984689461654,0
CBLI,5.0038489675,1.12466911652,0.167952467158,0
TBOW,-0.771341019243,-0.026230807911,0.0798918523216,0
MLNK,-2.56938140117,1.12017105887,0.940269785967,0
MNKD,-3.75005747205,0.695852130446,1.32330169548,0
OSBCP,2.19347808886,2.48306925131,-1.44042961224,0
RDWR,10.6001750018,-5.11189600677,5.03960306867,0
MEIP,-1.36306664608,2.27876043719,1.84437217758,0
GLADP,-9.9358972025,-1.11875628775,0.876037316819,0
GK,156.026061872,61.5590422007,14.5390630474,0
REMY,-18.4779231158,-2.64528034833,-4.32524719932,0
MAT,-6.89552843049,20.4595393564,21.963325351,0
AMCX,35.4003492464,42.8405918512,16.0924412055,0
EBMT,7.78822235948,-0.5802713714,0.463334089836,0
XRAY,-13.1749392515,-17.5532978141,7.40963520838,0
AMCN,-0.785155189399,-0.98153193366,-0.641072210802,0
ACLS,-0.0543290473402,0.93942103732,0.013683553666,0
MAG,33.2267082002,3.64259322785,-0.965560385455,0
AMCF,0.137490608565,-0.631725786406,-0.17498409371,0
AMCC,-7.2552377434,-0.92170737475,-0.369172974417,0
JBSS,3.38643774444,7.58261321152,7.25748102059,0
ERII,-2.30343232794,-2.01127030822,-0.849828269784,0
TOPS,4.3270968319,0.687887692392,-0.0300809687674,0
RLJE,-2.27869685065,0.554434874173,1.40575962144,0
BSRR,-4.0911097347e-13,6.74513192921,4.70555922221,0
CRTX,15.0192040811,4.7436190199,3.89278845896,0
DSWL,1.50319928442,0.107128788141,0.0611613560595,0
ICUI,-61.9021433171,-9.64802712966,17.2321409959,0
IDCC,-11.9537866302,-33.0835925606,8.4689385264,0
AQUUU,3.41753206255,2.636560012,0,0
GHDX,-69.348066328,-15.5285484135,0.500578308056,0
TTS,142.310248586,37.7898510325,4.91809907149,0
SPBC,15.268907563,10.0105217249,1.13498848987,0
BIRT,-38.4784346565,-6.27671451628,-0.086635647546,0
LSI,-4.75771934312,-1.1636934278,-0.506168250776,0
WWWW,-5.40294444883,-10.1398261446,-2.10815268234,0
WSBF,3.34879720932,6.96097009243,4.98860786249,0
WSBC,6.5147385746,10.6296881819,13.4380550042,0
PFIN,10.645389269,7.32902387011,4.0155450518,0
USLM,-20.7920543343,-2.74291787244,11.5336386713,0
CEVA,-11.2704653837,5.57533992927,5.54652546195,0
TMNG,-3.82897674776,-4.4490799859,-0.372153610286,0
BBOX,14.1799821585,16.5945023017,-2.03895074864,0
CPRX,-1.00332071937,0.0810020964099,0.126402208311,0
CPRT,55.2327126632,32.3373631126,-1.24611198813,0
SLRC,-41.4181958126,-8.07706057241,-2.39433464679,0
WPCS,0.127510600464,0.169443526658,0.109631444502,0
OIIM,-2.00728109396,-2.39544757376,0.275523078386,0
DYAX,4.38311594551,-0.507110281619,1.13636817556,0
LPSN,-2.55275523977,-6.87020235838,-0.662873653151,0
AVHI,-95.4660561211,-9.42212508065,-0.652910277987,0
LPSB,-8.97307393967,2.62102985795,2.43077447154,0
ABMD,-17.2777954774,5.57020221135,8.53391336317,0
ETRM,-1.25429078231,-0.0903505870251,0.0555697683569,0
SYPR,3.56921953676,-0.690583195122,-0.450078455416,0
WEBK,12.3710062956,7.63684173603,5.853399615,0
GCFB,-1.65688252863,-0.0944619129975,0.385482359045,0
SPPI,-21.1010407323,-7.15103216004,-2.12524711086,0
WEBM,-0.253035791461,-0.385729148718,-0.473184153994,0
CWEI,11.9448932669,34.5909955889,8.02870297985,0
PBMD,0.228690334983,-0.956942599515,-0.352321459829,0
RAVN,35.684808907,44.0678268611,13.6929544358,0
LBAI,-40.5212807567,-0.333555319642,3.67315157578,0
IFAS,-52.7399813357,-5.02681501285,8.17141457187,0
CCBG,5.4395090861,-3.332732186,2.28192391827,0
VRTX,-13.8541222891,4.16059387868,22.4174808899,0
WHF,-3.47290703465,8.18211089701,10.2837197826,0
MOBI,0.871180356171,-0.848224440398,-0.743502203958,0
DEST,-29.3900097378,14.7859241463,7.29425060091,0
VSEC,41.4254913109,45.2017787519,6.76303909268,0
ARTW,-4.38986005464,-0.987162840003,-1.75612739826,0
KTOS,10.4348945446,2.5573256905,0.796515947378,0
ARTX,-3.30300878827,0.298370505358,0.272665481905,0
NAVG,35.8400480695,6.14270036129,9.18804729528,0
MMLP,15.9840212016,5.72017627312,14.01035267,0
ARTC,-167.292549024,-16.7778297052,1.54478665965,0
TASR,5.09707516171,0.103625528275,2.16601729686,0
TAST,1.34938005678,0.115603591932,-1.32955506237,0
FCLF,-5.45850898053,-2.32866899964,1.05677257956,0
GOODP,-18.5252172073,2.27304255244,5.5891648334,0
ATEA,0.636448397798,1.50862822344,0.720187472303,0
ATEC,0.552898803904,1.19804870928,1.14721138292,0
EVBS,-6.90441559125,-0.760390985847,-0.853971518944,0
DOVR,-0.623570951598,-1.03574205082,-0.24378801393,0
NPSP,13.5789785379,9.05097685809,3.5236705428,0
GOODN,54.400659074,17.1072802547,1.44233396774,0
GOODO,6.54318072748,0.289827692692,3.8239405474,0
NTAP,-34.354757992,-4.22124130033,1.25137805648,0
ZBRA,34.8884567503,54.2742802606,15.6534340138,0
ICGE,-26.8790050976,-1.46328853445,1.56647866412,0
IRDMZ,0.313082358136,-0.32520070161,0,0
EDS,-0.521817819629,-0.367237889584,-0.155822021574,0
PDII,-13.2461461137,-5.73601530709,-1.86739549245,0
KIOR,-14.8449086683,-0.903248901299,0.542714573606,0
EVEP,-0.553086448674,-22.217752205,-13.1137449488,0
BODY,-8.46080588639,5.89148666425,2.09843178535,0
PSEC,-18.8364898739,0.0913125652155,1.04743532604,0
VXUS,-35.9080959784,-14.5135645565,9.6781990073,0
FARM,-23.5848448705,-8.99164376402,1.20517609848,0
FARO,-44.030163605,-75.5127875549,7.80543044324,0
ARCC,-82.9179856384,-11.797933656,-1.59829072367,0
PSEM,-2.68956021583e-13,2.10363923352,1.22696796475,0
SIFI,5.0897059109,3.39657328297,2.87149393971,0
FCBC,-18.6079189155,4.65240086161,3.04778539237,0
GBLI,3.86595949813,2.0966428677,3.27748051976,0
COHR,-133.556782365,-34.217293406,-2.22486280985,0
FSYS,-9.98347237872,7.7850300665,6.83354448719,0
ABAX,7.27938199112,21.0602567376,18.7750912611,0
COHU,-22.8599146653,-3.96681567037,-2.90244896173,0
PTSX,-0.289864048385,-0.041561346329,0.108957741552,0
OSUR,-8.8311684007,-0.134314450373,0.751276289031,0
PLBC,-0.257721393036,2.18610772115,0.448903390736,0
IRIX,-9.80754895092,-1.2392029655,-0.613662965114,0
TKMR,2.82204800538,0.953167564134,-0.217555566616,0
ARCI,-0.753766465325,0.117968658196,-0.189392401002,0
PTSI,-11.6811951743,2.17849263623,3.14714700738,0
MNDO,-2.3405595455,-1.22389799019,-0.356613716102,0
ALGN,-30.8323082483,-10.1090017535,6.69891299295,0
IIN,5.12153490903,1.21439960867,-0.943773334133,0
III,1.48900488115,0.54475106246,0.49991723957,0
CFBK,-2.59956761719,0.195192025681,-0.266365630221,0
CNTF,0.0698862058599,-0.762267239642,-0.157801402899,0
FORM,-2.18291983537,-1.51389106588,-0.74386022222,0
NTWK,8.25310676909,-0.978465480428,0.936152441512,0
KEYW,32.3381350015,20.5662929349,2.8082340971,0
ANTP,-1.23570261438,-0.0148152711216,-0.420228982695,0
FORD,-0.221136620601,0.546569916103,-0.0336184790423,0
RDHL,-26.9975184326,-7.50821708131,0,0
NVGN,-9.85426817558,-5.90096222143,-3.32066843214,0
ANTH,-6.76908256061e-15,0.447653860931,0.0404377606037,0
FRGI,-9.65381742216,5.62388725348,9.2531735209,0
SVNT,-1.42078299337,-0.48535172954,-0.297277522379,0
